,city,hotel_name,hotel_ranking,hotel_description,hotel_url,hotel_lat,hotel_lon,temp_day,temp_night,feels_like_day,feels_like_night,clouds,wind_speed,humidity
0,Mont Saint Michel,Le Lithana,7.3,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Lithana! pour économiser. Situé dans le centre-ville de Pontorson, l'hôtel Le Lithana se trouve à seulement 10 km au sud du célèbre Mont St-Michel. Il possède un restaurant avec terrasse et cour intérieure. Un parking privé est mis à votre disposition. Les chambres installées dans ce bâtiment normand traditionnel présentent un intérieur sobre et comprennent un balcon. Chauffées, elles sont dotées d'une télévision. Certaines bénéficient d'un accès à une salle de bains commune tandis que d'autres profitent d'une salle de bains privative. Le restaurant sur place ouvre du lundi au vendredi et comporte un bar. Le petit-déjeuner se compose de pain et de viennoiseries artisanaux. Il est servi tous les matins au restaurant. Vous séjournerez à 500 mètres de la gare de Pontorson, des boutiques et de l'office du tourisme. Vous rejoindrez l'établissement par l'autoroute N176. ",https://www.booking.com/hotel/fr/le-lithana.fr.html?label=gen173nr-1DCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQPoAQGIAgGoAgO4ApSdyo8GwAIB0gIkMDcyYTY0N2YtMWQzYS00ZWE1LTlhYTYtYWI0MThkMTM1ZTcz2AIE4AIB&sid=1af4ef95ff0245766f5bd84859ae7b29&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&nflt=ht_id%3D204&srpvid=c0b559bae4840186&srepoch=1643287541&from=searchresults#hotelTmpl,48.55409667,-1.50062889,10.14125,7.87875,8.68,6.08375,82.25,5.851249999999999,78.375
1,Mont Saint Michel,Le Beauvoir,7.7,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Beauvoir! pour économiser. Le Beauvoir est situé à 4 kilomètres du Mont-Saint-Michel et à 20 minutes en voiture de Cancale. Il dispose d'un parking privé gratuit et d'un restaurant. Toutes les chambres sont dotées d'une salle de bains privative et d'une télévision avec les chaînes du satellite. Vous dégusterez une cuisine française traditionnelle dans le restaurant et vous détendrez dans le bar avec une boisson en soirée. Un petit déjeuner buffet est servi chaque matin. Le Beauvoir est à 4 kilomètres de Pontorson et à proximité de la Serre aux Alligators. ,https://www.booking.com/hotel/fr/le-beauvoir-beauvoir.fr.html?label=gen173nr-1DCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQPoAQGIAgGoAgO4ApSdyo8GwAIB0gIkMDcyYTY0N2YtMWQzYS00ZWE1LTlhYTYtYWI0MThkMTM1ZTcz2AIE4AIB&sid=1af4ef95ff0245766f5bd84859ae7b29&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&nflt=ht_id%3D204&srpvid=c0b559bae4840186&srepoch=1643287541&from=searchresults#hotelTmpl,48.59771334,-1.51309848,10.14125,7.87875,8.68,6.08375,82.25,5.851249999999999,78.375
2,Mont Saint Michel,Hôtel Ariane & SPA,7.6,"Ce charmant hôtel est situé à la frontière entre la Bretagne et la Normandie, à seulement 5 minutes en voiture du Mont-Saint-Michel. Niché dans un jardin, il vous propose une terrasse et des chambres spacieuses. Décorées dans un style contemporain, toutes les chambres de l'Hôtel Ariane comprennent une télévision et un téléphone. Leur salle de bains privative dispose d'une baignoire et d'un sèche-cheveux. Vous profiterez également d'une connexion Wi-Fi gratuite dans l'ensemble de l'établissement. Un petit-déjeuner buffet complet vous sera servi chaque matin dans la confortable salle à manger ornée de plantes et de murs en pierre. Proposant un parking privé sur place moyennant des frais supplémentaires, l'Hôtel Ariane se trouve à 80 km de Rennes et à 47 km de Saint-Malo. Partant en face de l'établissement, des navettes reliant Pontorson et Saint-Malo seront à votre disposition contre un petit supplément. ",https://www.booking.com/hotel/fr/ariane-pontorson.fr.html?label=gen173nr-1DCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQPoAQGIAgGoAgO4ApSdyo8GwAIB0gIkMDcyYTY0N2YtMWQzYS00ZWE1LTlhYTYtYWI0MThkMTM1ZTcz2AIE4AIB&sid=1af4ef95ff0245766f5bd84859ae7b29&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&nflt=ht_id%3D204&srpvid=c0b559bae4840186&srepoch=1643287541&from=searchresults#hotelTmpl,48.55240292,-1.50712252,10.14125,7.87875,8.68,6.08375,82.25,5.851249999999999,78.375
3,Mont Saint Michel,"Manoir de la Roche Torin, The Originals Relais (Relais du Silence)",7.7,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Manoir de la Roche Torin, The Originals Relais (Relais du Silence)! pour économiser. Situé à Courtils, à 10 km du Mont-Saint-Michel, le Manoir de la Roche Torin, The Originals Relais (Relais du Silence) Offrant une vue sur l'abbaye du Mont-Saint-Michel, il vous propose une connexion Wi-Fi gratuite, un jardin et un restaurant aménagé dans une véranda. Les chambres comprennent une télévision, une armoire, ainsi qu'une salle de bains privative pourvue d'une baignoire ou d'une douche, d'un sèche-cheveux et d'articles de toilette gratuits. Certaines donnent sur le Mont-Saint-Michel et sont adaptées aux personnes à mobilité réduite. Chaque matin, le petit-déjeuner est servi dans la salle à manger ou en chambre, grâce au service d'étage. Vous pourrez savourer une cuisine française au restaurant. Le Manoir de la Roche Torin, The Originals Relais (Relais du Silence) se trouve à 800 mètres de la mer, à 14 km du centre de Pontorson et à 17 km d'Avranches. Un parking privé est accessible gratuitement sur place. Des bornes de recharge pour voitures électriques sont également disponibles. . ",https://www.booking.com/hotel/fr/le-manoir-de-la-roche-torin.fr.html?label=gen173nr-1DCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQPoAQGIAgGoAgO4ApSdyo8GwAIB0gIkMDcyYTY0N2YtMWQzYS00ZWE1LTlhYTYtYWI0MThkMTM1ZTcz2AIE4AIB&sid=1af4ef95ff0245766f5bd84859ae7b29&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&nflt=ht_id%3D204&srpvid=c0b559bae4840186&srepoch=1643287541&from=searchresults#hotelTmpl,48.63727298,-1.42506182,10.14125,7.87875,8.68,6.08375,82.25,5.851249999999999,78.375
4,Mont Saint Michel,"The Originals Boutique, Hôtel Les Quatre Salines, Le Mont Saint-Michel Sud (Inter-Hotel)",7.9,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement The Originals Boutique, Hôtel Les Quatre Salines, Le Mont Saint-Michel Sud (Inter-Hotel)! pour économiser. L'établissement The Originals Boutique, Hôtel Les Quatre Salines, Le Mont Saint-Michel Sud (Inter-Hotel) est situé à seulement 10 minutes de route du Mont-Saint-Michel et à 35 minutes en voiture de Saint-Malo. Toutes les chambres sont insonorisées. Elles sont dotées d'une télévision par satellite et d'une salle de bains privative. Le restaurant de l'établissement sert une cuisine régionale et traditionnelle ainsi que des spécialités de fruits de mer à base de produits frais locaux. Un service de navette est assuré vers les gares TGV de Dol de Bretagne et Saint-Malo ainsi que vers les aéroports de Dinard et Rennes-Saint-Jacques. Le parking sur place est gratuit. ",https://www.booking.com/hotel/fr/lessalines.fr.html?label=gen173nr-1DCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQPoAQGIAgGoAgO4ApSdyo8GwAIB0gIkMDcyYTY0N2YtMWQzYS00ZWE1LTlhYTYtYWI0MThkMTM1ZTcz2AIE4AIB&sid=1af4ef95ff0245766f5bd84859ae7b29&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&nflt=ht_id%3D204&srpvid=c0b559bae4840186&srepoch=1643287541&from=searchresults#hotelTmpl,48.59640422,-1.58920348,10.14125,7.87875,8.68,6.08375,82.25,5.851249999999999,78.375
5,Mont Saint Michel,Le Relais Montois,6.8,"Situé à Pontorson, l'établissement Le Relais Montois propose un restaurant et un bar. L'hôtel propose des chambres familiales. Toutes les chambres comprennent une armoire. La salle de bains privative est pourvue d'une douche, d'un sèche-cheveux et d'articles de toilette gratuits. Le Relais Montois sert un petit-déjeuner continental ou à la carte. Vous pourrez pratiquer diverses activités à Pontorson et dans ses environs, telles que la randonnée. Le Relais Montois se trouve à 10 km du Mont-Saint-Michel et à 47 km de Saint-Malo. L'aéroport le plus proche, celui de Saint-Malo-Dinard-Pleurtuit, est situé à 49 km. ",https://www.booking.com/hotel/fr/le-relais-montois.fr.html?label=gen173nr-1DCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQPoAQGIAgGoAgO4ApSdyo8GwAIB0gIkMDcyYTY0N2YtMWQzYS00ZWE1LTlhYTYtYWI0MThkMTM1ZTcz2AIE4AIB&sid=1af4ef95ff0245766f5bd84859ae7b29&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&nflt=ht_id%3D204&srpvid=c0b559bae4840186&srepoch=1643287541&from=searchresults#hotelTmpl,48.552497,-1.507376,10.14125,7.87875,8.68,6.08375,82.25,5.851249999999999,78.375
6,Mont Saint Michel,ibis Pontorson Baie Du Mont Saint Michel,8.2,"Doté d’un bar, d’un restaurant et d’une terrasse, l’ibis Pontorson Baie Du Mont Saint Michel propose des hébergements à Saint-Georges-de-Gréhaigne, à 10 km du Mont-Saint-Michel. Une connexion Wi-Fi est disponible gratuitement. Toutes les chambres disposent d’une télévision par satellite à écran plat et d’une armoire. Leur salle de bains privative est pourvue d’une douche et d’un sèche-cheveux. L’ibis Pontorson sert un petit-déjeuner buffet continental composé de produits sucrés et salés. Des plats sans gluten sont également disponibles. Vous aurez la possibilité de faire du vélo dans les environs. L’ibis Pontorson Baie Du Mont Saint Michel se trouve à 39 km de Cancale et à 35 minutes de route des plages de Saint-Malo. L’aéroport le plus proche, celui de Saint-Malo-Dinard-Pleurtuit, est situé à 48 km. ",https://www.booking.com/hotel/fr/ibis-pontorson-baie-du-mont-saint-michel.fr.html?label=gen173nr-1DCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQPoAQGIAgGoAgO4ApSdyo8GwAIB0gIkMDcyYTY0N2YtMWQzYS00ZWE1LTlhYTYtYWI0MThkMTM1ZTcz2AIE4AIB&sid=1af4ef95ff0245766f5bd84859ae7b29&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&nflt=ht_id%3D204&srpvid=c0b559bae4840186&srepoch=1643287541&from=searchresults#hotelTmpl,48.571549,-1.543127,10.14125,7.87875,8.68,6.08375,82.25,5.851249999999999,78.375
7,Mont Saint Michel,Auberge de la Baie,8.4,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Auberge de la Baie! pour économiser. Situé dans la campagne normande, cet hôtel vous propose une connexion Wi-Fi gratuite et un restaurant doté d'une terrasse sur place. Toutes les chambres modernes de l'Auberge de la Baie comprennent une télévision par satellite à écran plat. Elles sont toutes équipées d'une salle de bains privative et d'un sèche-cheveux. Le restaurant climatisé de l'hôtel comporte une terrasse couverte et propose une cuisine normande traditionnelle, des fruits de mer et des spécialités locales. Un petit-déjeuner buffet est servi chaque matin. Un parking gratuit est disponible sur place et la ville d'Avranches est implantée à 23 km. L'hôtel se trouve à 45 minutes en voiture des plages de Saint-Malo et Rennes est accessible en 1h en voiture. ",https://www.booking.com/hotel/fr/auberge-de-la-baie.fr.html?label=gen173nr-1DCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQPoAQGIAgGoAgO4ApSdyo8GwAIB0gIkMDcyYTY0N2YtMWQzYS00ZWE1LTlhYTYtYWI0MThkMTM1ZTcz2AIE4AIB&sid=1af4ef95ff0245766f5bd84859ae7b29&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&nflt=ht_id%3D204&srpvid=c0b559bae4840186&srepoch=1643287541&from=searchresults#hotelTmpl,48.61599318,-1.48825318,10.14125,7.87875,8.68,6.08375,82.25,5.851249999999999,78.375
8,Mont Saint Michel,Le Grillon,7.7,"Situé à Pontorson, l'établissement Le Grillon dispose d'un restaurant, d'un bar, d'une terrasse et d'une connexion Wi-Fi gratuite. Toutes les chambres sont équipées d'une télévision à écran plat. Leur salle de bains privative est pourvue d'une douche. Vous pourrez pratiquer diverses activités à Pontorson et dans les environs, telles que le vélo et la pêche. Le Grillon se trouve à 47 km de Saint-Malo et à 10 km du Mont-Saint-Michel. L'aéroport de Rennes, le plus proche, est implanté à 56 km. ",https://www.booking.com/hotel/fr/le-grillon-pontorson.fr.html?label=gen173nr-1DCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQPoAQGIAgGoAgO4ApSdyo8GwAIB0gIkMDcyYTY0N2YtMWQzYS00ZWE1LTlhYTYtYWI0MThkMTM1ZTcz2AIE4AIB&sid=1af4ef95ff0245766f5bd84859ae7b29&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&nflt=ht_id%3D204&srpvid=c0b559bae4840186&srepoch=1643287541&from=searchresults#hotelTmpl,48.5530883,-1.5101479,10.14125,7.87875,8.68,6.08375,82.25,5.851249999999999,78.375
9,Mont Saint Michel,Best Western Hôtel Montgomery,8.6,"Situé à Pontorson, à 5 minutes de route du Mont-Saint-Michel, l'hôtel occupe un manoir du XVIe siècle. Le Best Western Hôtel Montgomery dispose d'un jardin et d'un parking privé payant. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble de l'établissement. Décorées dans un style classique, les chambres disposent d'une salle de bains avec baignoire ou douche et d'une télévision à écran LCD. Un petit-déjeuner est servi tous les matins moyennant des frais supplémentaires. Vous trouverez de nombreux restaurants à proximité de l'hôtel, ainsi qu'un parking public gratuit. Le Best Western Hôtel Montgomery se trouve à 38 km de Cancale et à 44 km de la gare de Saint-Malo. ",https://www.booking.com/hotel/fr/montgomery.fr.html?label=gen173nr-1DCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQPoAQGIAgGoAgO4ApSdyo8GwAIB0gIkMDcyYTY0N2YtMWQzYS00ZWE1LTlhYTYtYWI0MThkMTM1ZTcz2AIE4AIB&sid=1af4ef95ff0245766f5bd84859ae7b29&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&nflt=ht_id%3D204&srpvid=c0b559bae4840186&srepoch=1643287541&from=searchresults#hotelTmpl,48.5529107,-1.51148379,10.14125,7.87875,8.68,6.08375,82.25,5.851249999999999,78.375
